seed_num,comm0,comm30,comm60,spk60,condition
3439,48.47457627118644,54.31472081218275,53.140916808149406,48.64864864864865,normal
3431,45.3183520599251,47.28971962616823,46.728971962616825,45.2513966480447,normal
2439,45.484400656814444,47.039473684210535,46.96223316912972,44.84451718494272,normal
4436,54.98220640569396,57.37122557726465,56.91489361702128,54.690265486725664,normal
2431,46.6789667896679,47.88990825688074,47.05882352941177,45.50458715596331,normal
3438,50.442477876106196,53.01418439716312,54.401408450704224,50.43936731107206,normal
3433,51.174496644295296,53.27731092436976,52.85234899328859,50.83892617449665,normal
3432,56.09756097560975,56.94444444444444,57.712305025996535,56.32582322357019,normal
4433,46.588693957115005,50.5859375,48.7279843444227,46.393762183235864,normal
3437,50.43630017452006,50.522648083623686,51.56794425087108,49.825783972125436,normal
2437,48.45890410958905,51.02739726027398,53.082191780821915,49.059829059829056,normal
4437,51.11876075731497,53.103448275862064,51.64075993091537,51.80722891566265,normal
4435,47.96296296296296,52.2140221402214,47.689463955637706,46.96132596685083,normal
1436,51.413427561837466,55.73192239858906,54.673721340388006,51.49911816578483,normal
1437,49.12891986062718,53.577661431064584,55.34150612959721,48.606271777003485,normal
2435,52.54237288135594,51.95246179966044,53.91156462585034,51.776649746192895,normal
2432,48.79852125693161,51.66666666666667,53.60443622920516,48.8929889298893,normal
4431,52.046783625730995,50.97276264591439,52.436647173489284,50.968992248062015,normal
1433,48.33040421792619,53.77855887521969,54.6572934973638,49.73637961335677,normal
3430,51.17540687160941,51.63636363636363,52.53623188405797,51.17540687160941,normal
2436,53.61216730038023,54.94296577946768,55.61904761904761,53.61216730038023,normal
4434,44.463667820069205,45.138888888888886,45.91304347826087,45.15570934256055,normal
1432,53.76532399299474,51.39860139860139,51.83887915936952,52.09790209790209,normal
3434,53.916211293260474,54.462659380692166,53.916211293260474,53.090909090909086,normal
1439,49.72972972972973,51.537070524412286,50.813743218806515,49.72972972972973,normal
1435,45.9605026929982,46.23655913978495,45.43828264758497,45.796064400715565,normal
4439,49.036777583187394,53.43915343915344,53.59019264448336,49.036777583187394,normal
4438,49.914236706689536,50.08576329331046,50.42881646655232,49.743589743589745,normal
1434,50.357142857142854,50.71428571428571,50.0,48.92857142857142,normal
1438,50.72992700729927,56.85557586837295,54.92700729927008,50.45537340619308,normal
2438,45.04672897196262,43.656716417910445,46.90431519699812,44.50651769087523,normal
1430,57.40402193784278,57.326007326007336,55.801104972375704,57.586837294332724,normal
2433,45.12635379061372,46.3768115942029,46.92028985507247,45.765765765765764,normal
4430,46.29948364888124,49.23076923076923,47.69230769230769,46.837606837606835,normal
