seed_num,comm0,comm30,comm60,spk60,condition
1433,49.42748091603054,68.82998171846435,92.27313566936208,47.4271012006861,normal
1437,49.18970448045758,74.88626023657869,97.04830053667263,55.19930675909879,normal
4434,55.08919202518363,90.3368794326241,99.82238010657193,47.93814432989691,normal
4432,45.40284360189574,76.34212920837125,94.92119089316988,59.171597633136095,normal
3436,47.39429695181907,56.41509433962264,94.82596425211665,52.53218884120172,normal
2431,51.840490797546025,76.26811594202898,97.02537182852143,51.97934595524957,normal
1436,52.95774647887323,84.51612903225806,99.72924187725631,45.43103448275862,normal
1438,45.30332681017612,83.39449541284404,98.73073436083408,51.03092783505154,normal
2436,49.508840864440074,34.881602914389795,43.53982300884955,49.913043478260875,normal
4436,50.84745762711865,69.97193638914874,89.64896489648964,47.4325500435161,normal
3431,59.70731707317074,70.88948787061994,89.92932862190813,44.46351931330472,normal
3432,49.700598802395206,55.11669658886894,66.02282704126426,46.46808510638298,normal
1439,47.72727272727273,63.7913741223671,81.83469573115349,50.34904013961605,normal
2433,52.125506072874494,65.61656165616562,96.36015325670499,45.672664952870605,normal
3430,48.14126394052044,73.03877366997294,93.29214474845543,52.1102497846684,normal
4437,51.145833333333336,75.93984962406014,96.75675675675676,49.087749782797566,normal
3439,60.110294117647065,90.45936395759718,99.73844812554489,46.14065180102916,normal
3438,55.158730158730165,52.47895229186156,64.850136239782,51.38169257340242,normal
3435,45.1219512195122,84.63587921847247,99.00990099009901,53.1384350816853,normal
4438,51.061776061776065,79.42206654991243,93.27586206896552,48.983050847457626,normal
2430,49.79035639412999,61.16152450090744,77.78776978417267,47.627264883520276,normal
1431,62.31101511879049,68.71559633027523,97.36611062335383,45.563139931740615,normal
2437,53.940634595701134,82.93838862559242,98.94366197183099,45.07772020725388,normal
4433,52.205128205128204,70.13452914798208,93.61329833770779,47.018739352640544,normal
3434,53.10786106032908,73.09417040358744,95.30973451327434,48.66952789699571,normal
1435,51.92118226600984,96.55172413793103,99.82547993019197,49.05335628227194,normal
1434,62.11671612265084,97.31663685152057,100.0,42.25834046193327,normal
2434,49.21135646687697,62.068965517241395,71.50735294117646,46.85314685314685,normal
2439,46.005509641873275,70.80689029918405,97.77382012466606,54.65517241379311,normal
3437,57.88461538461538,66.48936170212765,88.63636363636364,47.26027397260274,normal
4435,57.52636625119847,62.254901960784316,95.69420035149385,44.97854077253219,normal
2435,55.91182364729459,94.97257769652651,99.48141745894554,45.09803921568628,normal
3433,54.94505494505495,78.79604672057503,98.28178694158075,48.72013651877133,normal
2438,41.94194194194194,20.284697508896798,6.718346253229974,52.77777777777778,normal
2432,50.935550935550935,69.97084548104957,84.15199258572753,49.48453608247423,normal
4431,58.68917576961271,78.53839037927845,93.77777777777779,48.26989619377163,normal
4439,48.58962693357598,73.84615384615384,96.18117229129662,50.042918454935624,normal
1430,45.62383612662943,75.8436944937833,97.35449735449735,54.01521555367709,normal
4430,51.145038167938935,72.26415094339623,92.17311233885819,50.8695652173913,normal
1432,51.5096065873742,56.33147113594041,78.28773168578994,42.55677039529016,normal
3435,58.61751152073733,92.21824686940965,98.94644424934152,53.1384350816853,noise
4437,49.90494296577947,77.93667007150152,98.24884792626727,49.087749782797566,noise
4433,48.84233737596472,85.37906137184116,98.51398601398601,47.018739352640544,noise
1432,58.00548947849954,76.63636363636364,92.58605472197705,42.55677039529016,noise
1435,48.17679558011049,87.54545454545455,98.70848708487085,49.05335628227194,noise
2430,47.21941354903944,88.58490566037737,99.00090826521344,47.627264883520276,noise
1433,56.07210626185959,88.47209515096066,98.34710743801652,47.4271012006861,noise
3438,39.3640350877193,85.46296296296296,97.39208633093524,51.38169257340242,noise
3432,50.88207985143918,69.98087954110899,95.25899912203687,46.46808510638298,noise
4435,54.11887382690303,69.90476190476191,86.00896860986548,44.97854077253219,noise
2434,53.5819430814524,78.50287907869482,98.56630824372759,46.85314685314685,noise
4438,56.594948550046766,59.48905109489051,83.53048225659691,48.983050847457626,noise
1437,47.93713163064833,77.1484375,98.65711727842435,55.19930675909879,noise
2437,60.36916395222583,96.71977507029054,99.81785063752277,45.07772020725388,noise
2436,45.81673306772909,77.72466539196941,88.92889288928892,49.913043478260875,noise
2432,47.694524495677236,88.22916666666666,98.73873873873875,49.48453608247423,noise
4434,52.92425695110259,75.10121457489878,98.04270462633453,47.93814432989691,noise
4439,43.6702649656526,88.1100266193434,98.48754448398577,50.042918454935624,noise
3431,50.30927835051546,95.57522123893804,99.20983318700614,44.46351931330472,noise
1430,50.9865005192108,91.92949907235621,98.87250650477016,54.01521555367709,noise
3434,49.01036757775684,67.0576735092864,91.36563876651982,48.66952789699571,noise
3433,58.22928490351872,95.48736462093864,99.82758620689656,48.72013651877133,noise
1439,54.35294117647058,90.03868471953578,100.0,50.34904013961605,noise
3437,46.82139253279516,74.42477876106194,96.76290463692038,47.26027397260274,noise
4431,56.90978886756238,80.57692307692308,95.69202566452796,48.26989619377163,noise
2431,50.650650650650654,85.16649848637739,98.90710382513662,51.97934595524957,noise
4432,36.507936507936506,65.9690627843494,86.98689956331877,59.171597633136095,noise
1434,58.620689655172406,98.53658536585365,99.91334488734836,42.25834046193327,noise
2439,51.14583333333332,59.12408759124087,73.9404869251578,54.65517241379311,noise
4436,47.57062146892656,77.81007751937985,98.03395889186774,47.4325500435161,noise
2435,53.10199789695058,87.32907930720147,99.01345291479821,45.09803921568628,noise
3439,55.90476190476191,91.91449814126393,99.47643979057591,46.14065180102916,noise
1438,48.31460674157304,88.68110236220474,99.11268855368233,51.03092783505154,noise
3436,46.25121713729309,45.43726235741444,61.136571952337306,52.53218884120172,noise
1431,55.834136933461906,89.38321536905966,99.39446366782006,45.563139931740615,noise
2433,52.16952573158425,80.67307692307692,95.82577132486388,45.672664952870605,noise
1436,51.16731517509727,58.30152671755725,81.12701252236137,45.43103448275862,noise
2438,43.69414101290964,73.05699481865285,96.77121771217713,52.77777777777778,noise
3430,47.34345351043643,85.83180987202925,96.69937555753792,52.1102497846684,noise
4430,42.00700116686115,82.76497695852535,93.39285714285714,50.8695652173913,noise
3431,51.6028955532575,99.88066825775655,100.0,44.20600858369099,limited
1431,58.778625954198475,100.0,100.0,43.77133105802048,limited
1430,56.46036916395223,99.71209213051823,100.0,47.16821639898563,limited
2431,52.234042553191486,99.32038834951456,100.0,47.76247848537005,limited
4434,50.5428226779252,89.91769547325103,98.61111111111111,46.134020618556704,limited
1432,53.09229305423406,65.23255813953489,82.2386679000925,45.07989907485282,limited
4430,52.21354166666667,95.93220338983049,100.0,44.69565217391304,limited
4438,59.67741935483871,99.3676603432701,99.91150442477877,45.593220338983045,limited
4432,55.78512396694215,99.45770065075922,100.0,44.46322907861369,limited
2433,43.48762109795479,66.70081967213115,74.38423645320196,46.615252784918596,limited
2434,48.13953488372093,87.48639825897716,99.90430622009569,43.96853146853147,limited
4435,53.5796766743649,98.9667049368542,100.0,41.802575107296136,limited
1439,50.61576354679803,93.85875127942683,99.70760233918128,48.69109947643979,limited
1436,58.114035087719294,97.5417895771878,99.72850678733032,41.37931034482759,limited
3433,52.41460541813898,98.01255230125523,100.0,46.2457337883959,limited
