seed_num,comm0,comm30,comm60,spk60,condition
3430,42.38921001926782,1.2773722627737227,0.0,51.5370705244123,normal
4437,50.43630017452006,8.211678832116789,0.0,55.24956970740104,normal
2435,58.36501901140684,18.596491228070178,0.8880994671403196,49.23857868020304,normal
3434,45.62383612662943,0.4319654427645789,0.0,49.09090909090909,normal
1439,61.35922330097087,53.803339517625226,49.44320712694878,48.468468468468465,normal
2436,47.9757085020243,0.0,0.0,49.23954372623574,normal
1437,51.35135135135135,13.940520446096654,1.4492753623188406,52.09059233449478,normal
4432,44.74187380497132,6.015037593984963,0.0,48.75,normal
3432,59.125475285171106,46.139705882352935,10.526315789473685,58.752166377816295,normal
4436,56.52173913043478,10.720887245841034,0.18832391713747648,57.876106194690266,normal
4430,56.567425569176876,17.938931297709924,2.158273381294964,51.28205128205128,normal
1432,54.31654676258994,4.3557168784029034,0.0,54.72027972027972,normal
3438,55.81818181818182,5.072463768115942,0.0,55.008787346221446,normal
4434,34.14179104477612,0.19762845849802374,0.0,40.13840830449827,normal
3433,47.01873935264055,2.2847100175746924,0.0,52.013422818791945,normal
1431,47.69797421731123,10.469314079422382,0.3717472118959108,53.02245250431778,normal
1430,39.47858472998138,0.0,0.0,51.553930530164536,normal
2437,50.175438596491226,17.985611510791365,1.2,48.888888888888886,normal
3436,47.509578544061306,0.0,0.0,50.366300366300365,normal
1436,59.25925925925925,7.792207792207792,0.3683241252302025,53.79188712522046,normal
2430,40.18518518518519,0.37243947858473,0.0,40.282685512367486,normal
3437,47.048300536672635,4.18943533697632,0.0,49.30313588850174,normal
3431,52.61121856866537,10.495049504950495,0.42283298097251587,46.74115456238361,normal
1434,46.78899082568807,0.0,0.0,48.75,normal
4431,54.400000000000006,5.921052631578948,0.0,50.58139534883721,normal
2438,47.11729622266401,18.143459915611814,2.610441767068273,46.74115456238361,normal
4438,48.16849816849817,0.5434782608695652,0.0,44.78632478632479,normal
1435,45.30386740331491,2.9038112522686026,0.0,46.51162790697674,normal
2433,43.888888888888886,0.8492569002123143,0.0,49.009009009009006,normal
2439,46.84210526315789,13.752122241086587,0.0,45.171849427168574,normal
3435,49.21875,17.33067729083665,1.4285714285714286,48.89705882352941,normal
3439,48.88475836431226,28.865979381443303,21.47766323024055,45.27027027027027,normal
2431,43.75,1.6161616161616166,0.0,44.95412844036697,normal
2432,55.916030534351144,29.66101694915254,6.2745098039215685,50.7380073800738,normal
1433,52.07956600361663,1.2658227848101267,0.0,51.31810193321616,normal
4435,43.73795761078998,0.3929273084479371,0.0,50.27624309392266,normal
2434,50.46382189239331,1.737451737451737,0.0,44.522968197879855,normal
1438,45.64007421150278,1.6635859519408502,0.0,53.36976320582878,normal
4433,44.22310756972112,6.680161943319838,0.0,44.639376218323584,normal
4439,39.602169981916816,1.1428571428571428,0.0,51.138353765324,normal
2437,52.10237659963437,12.248628884826326,0.6980802792321118,48.888888888888886,noise
4438,35.32608695652173,0.0,0.0,44.78632478632479,noise
3432,51.192660550458726,29.963898916967512,24.12523020257827,58.752166377816295,noise
4434,42.8030303030303,5.531914893617021,2.654867256637168,40.13840830449827,noise
2432,55.172413793103445,47.9757085020243,41.482965931863724,50.7380073800738,noise
1436,50.72727272727272,5.525846702317291,0.7299270072992702,53.79188712522046,noise
1439,52.42537313432835,39.285714285714285,44.26229508196721,48.468468468468465,noise
4430,42.35500878734622,31.868131868131872,28.54609929078014,51.28205128205128,noise
3434,42.85714285714286,0.1937984496124031,0.0,49.09090909090909,noise
3437,48.12834224598931,14.209591474245114,0.0,49.30313588850174,noise
2433,45.52102376599635,22.736030828516377,1.1194029850746268,49.009009009009006,noise
1434,39.67611336032388,8.834586466165414,1.111111111111111,48.75,noise
2430,32.32514177693761,2.7124773960217,0.19011406844106463,40.282685512367486,noise
2434,37.59398496240602,0.0,0.0,44.522968197879855,noise
2438,51.09780439121756,17.988394584139265,16.96606786427146,46.74115456238361,noise
1430,50.199203187250994,2.281368821292775,0.0,51.553930530164536,noise
1437,55.904059040590404,16.546762589928054,5.765765765765767,52.09059233449478,noise
3439,47.65217391304347,25.90579710144928,7.9422382671480145,45.27027027027027,noise
2439,39.22558922558923,0.3436426116838488,0.0,45.171849427168574,noise
4435,47.283702213279675,10.940919037199125,0.0,50.27624309392266,noise
1433,51.03578154425612,3.5363457760314345,0.18148820326678763,51.31810193321616,noise
1435,40.882917466410746,18.1651376146789,0.0,46.51162790697674,noise
4439,46.78714859437751,1.9713261648745515,0.0,51.138353765324,noise
2435,50.08880994671403,68.1260945709282,66.43478260869566,49.23857868020304,noise
3430,54.42043222003928,36.98884758364312,24.105461393596986,51.5370705244123,noise
4432,37.452471482889734,0.9009009009009009,0.0,48.75,noise
4431,44.83471074380165,2.3809523809523814,0.0,50.58139534883721,noise
4437,52.53940455341507,25.045045045045043,23.04832713754647,55.24956970740104,noise
2436,35.950413223140494,14.437367303609342,2.8260869565217392,49.23954372623574,noise
1431,44.44444444444445,3.180212014134276,0.0,53.02245250431778,noise
1438,57.31225296442688,20.074349442379184,2.6217228464419478,53.36976320582878,noise
2431,42.34800838574424,1.50093808630394,0.0,44.95412844036697,noise
1432,50.36363636363635,2.3172905525846708,0.0,54.72027972027972,noise
4433,48.4472049689441,20.0,6.796116504854369,44.639376218323584,noise
3433,46.51952461799661,12.834224598930483,0.3384094754653131,52.013422818791945,noise
3431,41.47286821705426,25.523809523809526,3.780718336483932,46.74115456238361,noise
3435,42.55725190839694,8.269230769230768,2.8846153846153846,48.89705882352941,noise
3436,47.39884393063584,14.767932489451475,1.4842300556586272,50.366300366300365,noise
4436,53.06553911205074,27.7992277992278,14.563106796116507,57.876106194690266,noise
3438,57.00757575757576,17.254174397031537,10.2803738317757,55.008787346221446,noise
2434,56.13026819923371,0.0,0.0,50.8833922261484,limited
4437,36.67883211678832,0.0,0.0,51.97934595524957,limited
1437,35.40856031128404,0.0,0.0,44.599303135888505,limited
2432,28.169014084507047,0.0,0.0,41.14391143911439,limited
1431,41.56305506216697,0.0,0.0,48.877374784110536,limited
1434,33.66733466933868,0.0,0.0,43.92857142857143,limited
4431,37.42454728370221,0.0,0.0,44.76744186046512,limited
4435,17.88617886178862,0.0,0.0,43.646408839779006,limited
4433,41.97530864197531,0.0,0.0,48.343079922027286,limited
3436,46.37964774951077,0.0,0.0,42.857142857142854,limited
1433,30.91247672253259,0.0,0.0,48.68189806678383,limited
3432,56.67870036101084,0.0,0.0,54.59272097053726,limited
2435,30.93922651933702,0.0,0.0,39.76311336717428,limited
3439,24.000000000000004,0.0,0.0,44.08783783783784,limited
3433,27.03180212014134,0.0,0.0,44.63087248322148,limited
2437,34.00735294117647,0.0,0.0,51.96581196581197,limited
1439,37.64705882352941,0.0,0.0,48.28828828828829,limited
3438,40.84778420038535,0.0,0.0,48.50615114235501,limited
4438,28.007181328545784,0.0,0.0,45.47008547008547,limited
4432,34.36893203883495,0.0,0.0,40.35714285714286,limited
1430,43.7619961612284,0.503778337531486,0.0,51.005484460694696,limited
3435,35.521235521235525,0.0,0.0,47.794117647058826,limited
2436,39.103869653767816,0.0,0.0,44.866920152091254,limited
4430,27.708703374777976,0.0,0.0,46.15384615384615,limited
4436,55.193482688391036,0.0,0.0,48.31858407079646,limited
1436,47.30983302411874,0.0,0.2506265664160401,50.617283950617285,limited
2430,33.394160583941606,0.0,0.0,39.57597173144876,limited
3431,57.201646090534986,0.0,0.0,48.04469273743017,limited
2431,43.300970873786405,0.20576131687242796,0.0,45.321100917431195,limited
2438,32.80943025540275,1.8691588785046727,0.0,38.17504655493482,limited
1435,50.559701492537314,0.0,0.0,48.658318425760285,limited
4434,31.569343065693428,0.0,0.0,43.0795847750865,limited
1432,44.528301886792455,0.81799591002045,0.0,46.67832167832168,limited
2439,38.07829181494662,0.0,0.0,42.06219312602291,limited
2433,38.22393822393822,0.0,0.0,48.28828828828829,limited
3430,38.645418326693225,0.0,0.0,45.56962025316456,limited
3437,50.46554934823091,0.0,0.0,44.42508710801394,limited
4439,53.41959334565619,0.0,0.0,54.64098073555166,limited
1438,51.45413870246085,0.0,0.0,48.451730418943534,limited
3434,41.209829867674856,0.2141327623126338,0.0,51.81818181818182,limited
4431,34.864300626304804,0.547945205479452,0.0,44.76744186046512,noise_limited
2438,32.394366197183096,0.0,0.0,38.17504655493482,noise_limited
2437,40.22346368715084,0.0,0.0,51.96581196581197,noise_limited
2431,35.440613026819925,0.0,0.0,45.321100917431195,noise_limited
1432,30.88512241054614,0.0,0.0,46.67832167832168,noise_limited
3438,30.608365019011412,0.0,0.0,48.50615114235501,noise_limited
2432,27.426160337552748,0.0,0.0,41.14391143911439,noise_limited
4432,45.00000000000001,0.0,0.0,40.35714285714286,noise_limited
2430,27.360308285163782,0.0,0.0,39.57597173144876,noise_limited
1436,39.845261121856865,0.20202020202020202,0.0,50.617283950617285,noise_limited
4434,35.22935779816513,0.8064516129032258,0.0,43.0795847750865,noise_limited
2436,30.04115226337449,0.0,0.0,44.866920152091254,noise_limited
2435,30.882352941176478,0.0,0.0,39.76311336717428,noise_limited
4433,38.65030674846626,0.0,0.0,48.343079922027286,noise_limited
2439,31.941923774954628,0.0,0.0,42.06219312602291,noise_limited
1434,25.048169556840083,0.0,0.0,43.92857142857143,noise_limited
3436,37.64940239043825,0.0,0.0,42.857142857142854,noise_limited
1430,36.21399176954732,0.4618937644341801,0.0,51.005484460694696,noise_limited
4439,48.41121495327103,0.0,0.0,54.64098073555166,noise_limited
4435,33.46613545816733,0.0,0.0,43.646408839779006,noise_limited
